Samples,cat1,dog,person20,sup,car9,sitcom,person14,skiing,deer
5.0,25.666666666666668,7.583333333333333,30.923076923076923,4.208588957055214,3.6,,3.75,16.22222222222222,12.68
10.0,5.2,9.851851851851851,20.0,3.448087431693989,7.333333333333333,,3.5,13.018518518518519,11.935483870967742
15.0,4.666666666666667,6.155555555555556,23.217391304347824,5.6231884057971016,1.6,,4.746031746031746,13.634615384615385,32.61538461538461
20.0,7.25,11.565217391304348,20.185185185185187,4.925925925925926,1.75,,2.6956521739130435,12.175438596491228,26.5
25.0,4.25,5.551020408163265,26.7,1.8217821782178218,2.6,,3.6,12.228070175438596,23.5
30.0,3.8333333333333335,6.212765957446808,17.391304347826086,1.8489583333333333,1.6,,2.9,10.936507936507937,23.38888888888889
