Threshold,Precision,Recall,F1
2.0,0.5766710724041934,0.39888310008575556,0.4715767746721042
3.0,0.5470512829959168,0.41407530018002037,0.4713643929645306
4.0,0.5882516081856397,0.4572192979055403,0.5145240976471248
5.0,0.5993368949876885,0.4428449928123425,0.5093416918101744
6.0,0.6678846891588694,0.340135413598385,0.4507275883917306
7.0,0.799982606173669,0.14929198317722903,0.2516258016863606
8.0,0.09632615889083272,0.11584498573675968,0.10518774852604695
